Original Num ,updated num,,url,title,languageCode,publisher.name,publisher.site,claimDate,reviewDate,text,claimYear,claimant,claimant_party,textualRating,reason,ratingsimp,T/F RQ1,claimant_canonical_name,is_politician_strict,rand_num,Fear,Self/Personal Record,Opponent/Opponent's Record,Legislation,National and State Macroeconomic Issues,Economic Well-Being and Domestic Commerce,Labor and Employment,Foreign Trade,Taxes,"Civil Rights, Minority Issues, and Civil Liberties",Immigration and Refugee Issues,LGBTQ,Race,Religion,Women,Health (non-care),Social Welfare,Education,Abortion,Healthcare,Government Operations,Defense/Military,International_affairs and Foreign Aid,Voting/Elections,Agriculture,Environment,Energy,Transportation,Community Development and Housing,Technology Science Space,Media and Communications,Law and Crime and Policing,Terrorism,Guns,History,Record/Candidate Biography/ Campaigns and Personal Behavior
563,561,2833,https://www.politifact.com/factchecks/2018/aug/17/tammy-baldwin/sen-tammy-baldwins-claim-about-trump-administratio/,Sen. Tammy Baldwin's claim about Trump administration word ban a bit of a Scrabble,en,PolitiFact,politifact.com,2018-06-26T00:00:00Z,2018-08-17T16:47:23Z,Says the Trump administration 'has banned the CDC even using the word ‘transgender.’ ',2018,Tammy Baldwin,Democratic,FALSE,,2 False,False(ish),Tammy Baldwin,TRUE,1216,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
564,562,3641,https://www.politifact.com/article/2020/oct/08/fact-checking-2020-vice-presidential-debate-kamala/,Fact-checking the 2020 vice presidential debate; Kamala Harris vs. Mike Pence,en,PolitiFact,politifact.com,2020-10-08T00:00:00Z,2020-10-08T05:12:24Z,The president said (the coronavirus) was a hoax.',2020,Kamala Harris,Democratic,FALSE,,2 False,False(ish),Kamala Harris,TRUE,1215,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
565,563,4691,https://www.politifact.com/factchecks/2018/dec/07/paul-espinosa/how-low-does-west-virginia-rank-teacher-pay/,How low does West Virginia rank in teacher pay?,en,PolitiFact,politifact.com,2018-10-09T00:00:00Z,2018-12-07T17:34:32Z,From 1990 to 2015 under (Democratic) control; W. Va. teacher pay rank plummeted from 30th in the nation to 48th.',2018,Paul Espinosa,Republican,Mostly False,,3 Mostly False,False(ish),Paul Espinosa,TRUE,1211,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
566,564,1259,https://www.politifact.com/factchecks/2020/oct/14/john-cornyn/photo-democratic-senators-huddling-without-masks-2/,Photo of Democratic senators huddling without masks is from 2018,en,PolitiFact,politifact.com,2020-10-14T00:00:00Z,,Says Democratic senators were missing 'masks' as they huddled close together at the Judiciary Committee hearing for Amy Coney Barrett.,2020,John Cornyn,Republican,FALSE,,2 False,False(ish),John Cornyn,TRUE,1210,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
567,565,3975,http://www.politifact.com/factchecks/2015/feb/19/marco-rubio/isis-holds-sway-benghazi-rubio-says/,Rubio falsely claims that ISIS is the 'predominant' group in Benghazi,en,PolitiFact,politifact.com,2015-02-13T00:00:00Z,2016-06-27T15:51:34Z,ISIS is 'now the predominant Islamist group in Benghazi.',2015,Marco Rubio,Republican,Mostly False,,3 Mostly False,False(ish),Marco Rubio,TRUE,1208,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
568,566,5775,https://www.politifact.com/factchecks/2019/feb/05/scott-walker/walker-misses-mark-marginal-tax-rates/,Walker misses mark on marginal tax rates,en,PolitiFact,politifact.com,2019-01-16T00:00:00Z,2019-02-06T18:11:05Z,During the three times the top marginal tax rates were lowered in the 20th century; 'revenues actually went up while the economy improved in America.',2019,Scott Walker,Republican,Mostly False,,3 Mostly False,False(ish),Scott Walker (politician),TRUE,1207,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
569,567,1067,https://www.politifact.com/factchecks/2020/dec/01/kelly-loeffler/warnock-defended-jeremiah-wrights-damning-mistreat/,Raphael Warnock defended Jeremiah Wright's damning of the mistreatment of Black people,en,PolitiFact,politifact.com,2020-11-13T00:00:00Z,,Says Raphael Warnock defended the 'hatred' of Jeremiah Wright; the pastor who said 'not God bless America; God damn America;' and gave Wright 'an award for truth telling.',2020,Kelly Loeffler,Republican,Mostly False,,3 Mostly False,False(ish),Kelly Loeffler,TRUE,1205,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
570,568,5412,https://www.politifact.com/factchecks/2021/feb/16/mark-pocan/yes-ron-johnson-attended-impeachment-hearings/,Yes; Ron Johnson attended the impeachment hearings,en,PolitiFact,politifact.com,2021-02-12T00:00:00Z,,Ron Johnson didn’t 'show up' for a day of impeachment hearings.,2021,Mark Pocan,Democratic,Pants on Fire,,1 Pants On Fire,False(ish),Mark Pocan,TRUE,1202,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
571,569,860,https://www.politifact.com/factchecks/2019/mar/26/mark-walker/fact-checking-mark-walker-hr-1s-campaign-finance-p/,Fact-checking Mark Walker's video on HR 1's campaign-finance provisions,en,PolitiFact,politifact.com,2019-03-07T00:00:00Z,2019-03-26T19:17:24Z,HR 1 is going to take your hard-earned tax dollars and millions more and send them to (a political candidate’s) campaign so (they) can put ads on TV.',2019,Mark Walker,Republican,Mostly False,,3 Mostly False,False(ish),Mark Walker (North Carolina politician),TRUE,1201,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
572,570,1424,http://www.politifact.com/factchecks/2018/feb/23/matt-caldwell/florida-lawmaker-repeats-dodgy-claim-about-crimes-/,Florida lawmaker repeats dodgy claim about crimes by cops vs. concealed permit holders,en,PolitiFact,politifact.com,2018-02-21T00:00:00Z,2018-02-26T18:03:14Z,A law enforcement officer is more likely to commit a crime than a CWP (concealed weapons permit) holder.',2018,Matt Caldwell,Republican,FALSE,,2 False,False(ish),Matt Caldwell,TRUE,1199,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
573,571,6374,http://www.politifact.com/factchecks/2011/aug/29/newt-gingrich/gingrich-says-defense-spending-historic-low/,Gingrich Says Defense Spending at Historic Low,en,PolitiFact,politifact.com,2011-07-20T00:00:00Z,2016-07-15T16:36:55Z,We spend less on defense today as % of GDP than at any time since Pearl Harbor.',2011,Newt Gingrich,Republican,Pants on Fire,,1 Pants On Fire,False(ish),Newt Gingrich,TRUE,1198,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
574,572,1145,https://www.politifact.com/factchecks/2016/aug/08/anthony-weiner/anthony-weiner-lacks-collateral-claim-about-donald/,Anthony Weiner lacks collateral in claim about Donald Trump's loan sources,en,PolitiFact,politifact.com,2016-07-27T00:00:00Z,2016-08-08T16:11:52Z,We know this now. The banks no longer loan (Donald Trump) money because he's a terrible risk. So he goes to these (Russian) oligarchs and borrows money.',2016,Anthony Weiner,Democratic,Mostly False,,3 Mostly False,False(ish),Anthony Weiner,TRUE,1197,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
575,573,5587,http://www.politifact.com/factchecks/2017/aug/16/jeff-sessions/jeff-sessions-stretches-link-criminal-aliens-and-c/,Jeff Sessions stretches to link 'criminal aliens' and Chicago crime,en,PolitiFact,politifact.com,2017-08-07T00:00:00Z,2017-08-16T20:17:45Z,Chicago city officials 'have adopted an official policy of protecting criminal aliens who prey on their own residents.',2017,Jeff Sessions,Republican,FALSE,,2 False,False(ish),Jeff Sessions,TRUE,1195,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
576,574,6202,https://www.politifact.com/factchecks/2019/feb/19/glenn-grothman/grothman-base-claim-us-tax-dollars-funding-abortio/,Grothman off-base with claim on US tax dollars funding abortions abroad,en,PolitiFact,politifact.com,2019-01-15T00:00:00Z,2019-02-20T14:52:15Z,A provision in the first bill passed in by House Democrats would 'allow the billions of dollars of aid we send to other countries to be used for abortions.',2019,Glenn Grothman,Republican,FALSE,,2 False,False(ish),Glenn Grothman,TRUE,1193,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
577,575,2735,https://www.politifact.com/factchecks/2021/jan/08/josh-hawley/fact-checking-hawleys-claim-about-pennsylvania-mai/,Fact-checking Hawley's claim about Pennsylvania's election law,en,PolitiFact,politifact.com,2021-01-06T00:00:00Z,,Last year; Pennsylvania elected officials passed a whole new law that allows universal mail-in balloting; and did it irregardless of what the Pennsylvania Constitution said.',2021,Josh Hawley,Republican,Mostly False,,3 Mostly False,False(ish),Josh Hawley,TRUE,1191,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
578,576,3625,https://www.politifact.com/factchecks/2020/jun/20/chris-jacobs/gop-renews-line-against-mcmurrays-work-and-its-sti/,GOP renews line against McMurray's work; and it's still wrong,en,PolitiFact,politifact.com,2020-06-17T00:00:00Z,,As a lawyer working in Korea; Nate McMurray helped send American jobs to Asia',2020,Chris Jacobs,Republican,FALSE,,2 False,False(ish),Chris Jacobs (politician),TRUE,1189,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
579,577,4613,https://www.politifact.com/factchecks/2019/feb/28/rick-scott/no-green-new-deal-doesnt-ban-air-travel-florida-se/,No; the Green New Deal doesn't aim to end air travel; as Florida Sen. Rick Scott says,en,PolitiFact,politifact.com,2019-02-25T00:00:00Z,2019-02-28T15:20:01Z,The Democrats’ Green New Deal includes 'working towards ending air travel.',2019,Rick Scott,Republican,FALSE,,2 False,False(ish),Rick Scott,TRUE,1188,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
580,578,5441,http://www.politifact.com/factchecks/2017/aug/24/rick-kriseman/new-st-pete-police-station-under-budget-and-ahead-/,Is the new St. Pete police station under budget and ahead of schedule?,en,PolitiFact,politifact.com,2017-08-09T00:00:00Z,2017-08-25T15:34:39Z,We’ve got a police station that’s under construction right now; they are actually ahead of schedule and under budget.',2017,Rick Kriseman,Democratic,Mostly False,,3 Mostly False,False(ish),Rick Kriseman,TRUE,1187,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
581,579,5970,https://www.politifact.com/factchecks/2018/sep/05/ted-cruz/ted-cruz-falsely-says-beto-grateful-flag-burners/,Ted Cruz falsely says Beto O'Rourke said he was 'grateful' for US flag burners,en,PolitiFact,politifact.com,2018-09-04T00:00:00Z,2018-09-05T21:28:06Z,Says Beto O’Rourke said he’s grateful that people are burning or desecrating the American flag.,2018,Ted Cruz,Republican,FALSE,,2 False,False(ish),Ted Cruz,TRUE,1184,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
582,580,7274,http://www.politifact.com/factchecks/2017/jun/26/kellyanne-conway/does-senate-health-care-bill-cut-medicaid/,Kellyanne Conway's Mostly False claim that GOP bill doesn't cut Medicaid,en,PolitiFact,politifact.com,2017-06-25T00:00:00Z,2017-06-26T22:17:31Z,There 'are not cuts to Medicaid' in the GOP health care proposals.,2017,Kellyanne Conway,Republican,Mostly False,,3 Mostly False,False(ish),Kellyanne Conway,FALSE,1182,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
583,581,373,https://www.politifact.com/factchecks/2021/mar/17/kevin-mccarthy/gops-mccarthy-wrongly-accuses-democrats-destroying/,GOP's McCarthy wrongly accuses Democrats of destroying 1 million energy jobs,en,PolitiFact,politifact.com,2021-03-14T00:00:00Z,,Democrats have accomplished a lot in just 2 months ... 1 Million energy jobs destroyed.',2021,Kevin McCarthy,Republican,Pants on Fire,,1 Pants On Fire,False(ish),Kevin McCarthy (California politician),TRUE,1175,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
584,582,6144,http://www.politifact.com/factchecks/2017/aug/25/scott-walker/scott-walker-says-pennsylvania-lost-foxconn-plant-/,Scott Walker misleads saying Pennsylvania lost Foxconn plant because Democrat replaced GOP governor,en,PolitiFact,politifact.com,2017-07-28T00:00:00Z,2017-08-25T16:42:04Z,Says Foxconn didn't keep a promise to build a plant in Pennsylvania because 'Pennsylvnia changed governors.',2017,Scott Walker,Republican,Mostly False,,3 Mostly False,False(ish),Scott Walker (politician),TRUE,1173,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
585,583,7145,http://www.politifact.com/factchecks/2017/oct/20/rahm-emanuel/emanuel-plays-fast-and-loose-fast-growth-boast/,Emanuel plays fast and loose with fast growth boast,en,PolitiFact,politifact.com,2017-10-18T00:00:00Z,2017-10-20T14:34:42Z,And over the last six years; Chicago’s economy has grown faster than the economies of New York City; Washington; D.C.; or the national average.',2017,Rahm Emanuel,Democratic,Mostly False,,3 Mostly False,False(ish),Rahm Emanuel,TRUE,1171,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
587,584,3400,http://www.politifact.com/factchecks/2017/mar/10/scott-pruitt/epa-head-scott-pruitt-says-carbon-dioxide-not-prim/,EPA head Scott Pruitt says carbon dioxide is not 'primary contributor' to global warming,en,PolitiFact,politifact.com,2017-03-09T00:00:00Z,2017-03-10T16:14:26Z,Carbon dioxide is not 'a primary contributor to the global warming that we see.',2017,Scott Pruitt,Republican,FALSE,,2 False,False(ish),Scott Pruitt,TRUE,1167,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
588,585,5100,http://www.politifact.com/factchecks/2018/jul/19/ron-desantis/was-john-brennan-once-member-communist-party/,Was John Brennan once a member of the Communist Party?,en,PolitiFact,politifact.com,2018-07-16T00:00:00Z,2018-07-20T02:31:25Z,Says John Brennan 'was a member of the Communist Party during the Cold War.',2018,Ron DeSantis,Republican,Mostly False,,3 Mostly False,False(ish),Ron DeSantis,TRUE,1164,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
589,586,4254,https://www.politifact.com/factchecks/2019/feb/27/tulsi-gabbard/tulsi-gabbard/,Fact-checking Tulsi Gabbard on farmers' bankruptcies; median income,en,PolitiFact,politifact.com,2019-02-19T00:00:00Z,2019-02-27T16:03:53Z,Farmers are declaring bankruptcy 'in record numbers' and 'the median income for U.S. farm households was -$1;548 in 2018.',2019,Tulsi Gabbard,Democratic,Mostly False,,3 Mostly False,False(ish),Tulsi Gabbard,TRUE,1162,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
590,587,4836,https://www.politifact.com/factchecks/2018/sep/06/ron-desantis/no-floridas-andrew-gillum-not-socialist/,No; Florida's Andrew Gillum does not have a far left socialist platform,en,PolitiFact,politifact.com,2018-08-30T00:00:00Z,2018-09-06T15:50:40Z,Says Andrew Gillum has a 'far left socialist platform.',2018,Ron DeSantis,Republican,FALSE,,2 False,False(ish),Ron DeSantis,TRUE,1160,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
591,588,5247,http://www.politifact.com/factchecks/2018/may/11/mike-pence/mike-pence-uses-outdated-figure-claiming-large-dro/,Mike Pence uses outdated figure in claiming large drop in illegal border crossings,en,PolitiFact,politifact.com,2018-04-25T00:00:00Z,2018-05-15T15:53:13Z,Illegal crossings at our southern border have been cut by over 40 percent.',2018,Mike Pence,Republican,FALSE,,2 False,False(ish),Mike Pence,TRUE,1159,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
592,589,3045,http://www.politifact.com/factchecks/2016/may/27/pat-mccrory/gov-pat-mccrory-wrongly-says-we-dont-know-who-fund/,Gov. Pat McCrory questionably says 'we don't know who funds' the Human Rights Campaign,en,PolitiFact,politifact.com,2016-05-24T00:00:00Z,2016-05-27T23:37:40Z,Says the Human Rights Campaign is secretly funded,2016,Pat McCrory,Republican,Mostly False,,3 Mostly False,False(ish),Pat McCrory,TRUE,1153,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
593,590,844,https://www.politifact.com/factchecks/2018/aug/10/josh-pade/democratic-candidate-wisconsin-governor-miscalcula/,Democratic candidate for Wisconsin governor miscalculates on tax claim,en,PolitiFact,politifact.com,2018-06-01T00:00:00Z,2018-08-10T19:18:57Z,Wisconsin's still one of the highest-taxed states in the country.',2018,Josh Pade,Democratic,Mostly False,,3 Mostly False,False(ish),Josh Pade,TRUE,1152,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
594,591,6186,http://www.politifact.com/factchecks/2016/feb/06/marco-rubio/marco-rubio-change-legal-status-illegal-immigrants/,Polls contradict Marco Rubio on public support for a change in status for illegal immigrants,en,PolitiFact,politifact.com,2016-02-06T00:00:00Z,2016-06-27T16:15:07Z,The American people will not support doing anything about people that are in this country illegally until the law is enforced first.',2016,Marco Rubio,Republican,Mostly False,,3 Mostly False,False(ish),Marco Rubio,TRUE,1148,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
595,592,6212,https://www.politifact.com/factchecks/2019/oct/04/adam-schiff/adam-schiffs-false-claim-we-have-not-spoken-direct/,Adam Schiff's false claim that 'we have not spoken directly with the whistleblower',en,PolitiFact,politifact.com,2019-09-17T00:00:00Z,,We have not spoken directly with the whistleblower.',2019,Adam Schiff,Democratic,FALSE,,2 False,False(ish),Adam Schiff,TRUE,1147,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
596,593,6597,https://www.politifact.com/article/2016/jul/19/fact-checking-benghazi-night-republican-convention/,Fact-checking the first night of the 2016 Republican National Convention,en,PolitiFact,politifact.com,2016-07-18T00:00:00Z,2016-07-19T02:35:51Z,Says Hillary Clinton 'has been a champion of globalist trade agreements. ... Worst of all; they are now pushing the disastrous 5;000-page Obamatrade — the Trans-Pacific Partnership agreement.',2016,Jeff Sessions,Republican,Mostly False,,3 Mostly False,False(ish),Jeff Sessions,TRUE,1146,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
